EVENT_LOG | OS-Level Chat Server | 2026-04-16 01:54:41
----------------------------------------------------------------
LINE  TIMESTAMP_MS   EVENT              TID    ROOM   SEM    MSGS   DETAIL
193        4903.211  SEM_WAIT           tid=1   room=-  sem=49   msgs=0    ADMITTED
194        4903.211  ACQUIRED_LOCK      tid=1   room=B  sem=-1   msgs=0    Leo
195        4903.212  RELEASED_LOCK      tid=1   room=B  sem=-1   msgs=0    Leo
196        4903.212  MSG_BROADCAST      tid=1   room=B  sem=49   msgs=4    Leo
197        4903.212  SEM_POST           tid=1   room=-  sem=50   msgs=4    Leo
198        4980.817  SEM_BLOCK          tid=3   room=-  sem=50   msgs=0    about to wait
199        4980.819  SEM_WAIT           tid=3   room=-  sem=49   msgs=0    ADMITTED
200        4980.823  PRIVATE_MSG        tid=2   room=-  sem=-1   msgs=0    T2->T5 Mia
201        4980.847  PRIVATE_MSG        tid=3   room=P  sem=49   msgs=5    Mia
202        4980.848  SEM_POST           tid=3   room=-  sem=50   msgs=5    Mia
203        5053.902  SEM_BLOCK          tid=2   room=-  sem=50   msgs=0    about to wait
204        5053.903  SEM_WAIT           tid=2   room=-  sem=49   msgs=0    ADMITTED
205        5053.904  ACQUIRED_LOCK      tid=2   room=A  sem=-1   msgs=0    Nick
206        5053.905  RELEASED_LOCK      tid=2   room=A  sem=-1   msgs=0    Nick
207        5053.905  MSG_BROADCAST      tid=2   room=A  sem=49   msgs=5    Nick
208        5053.905  SEM_POST           tid=2   room=-  sem=50   msgs=5    Nick
209        5126.815  SEM_BLOCK          tid=7   room=-  sem=50   msgs=0    about to wait
210        5126.817  SEM_WAIT           tid=7   room=-  sem=49   msgs=0    ADMITTED
211        5126.818  ACQUIRED_LOCK      tid=7   room=B  sem=-1   msgs=0    Olivia
212        5126.819  RELEASED_LOCK      tid=7   room=B  sem=-1   msgs=0    Olivia
213        5126.819  MSG_BROADCAST      tid=7   room=B  sem=49   msgs=5    Olivia
214        5126.819  SEM_POST           tid=7   room=-  sem=50   msgs=5    Olivia
215        5199.833  SEM_BLOCK          tid=4   room=-  sem=50   msgs=0    about to wait
216        5199.835  SEM_WAIT           tid=4   room=-  sem=49   msgs=0    ADMITTED
217        5199.836  ACQUIRED_LOCK      tid=4   room=C  sem=-1   msgs=0    Paul
218        5199.836  RELEASED_LOCK      tid=4   room=C  sem=-1   msgs=0    Paul
219        5199.836  MSG_BROADCAST      tid=4   room=C  sem=49   msgs=5    Paul
220        5199.837  SEM_POST           tid=4   room=-  sem=50   msgs=5    Paul
221        5281.996  SEM_BLOCK          tid=6   room=-  sem=50   msgs=0    about to wait
222        5281.996  SEM_WAIT           tid=6   room=-  sem=49   msgs=0    ADMITTED
223        5281.997  ACQUIRED_LOCK      tid=6   room=A  sem=-1   msgs=0    Quinn
224        5281.997  RELEASED_LOCK      tid=6   room=A  sem=-1   msgs=0    Quinn
225        5281.998  MSG_BROADCAST      tid=6   room=A  sem=49   msgs=5    Quinn
226        5281.998  SEM_POST           tid=6   room=-  sem=50   msgs=5    Quinn
227        5359.452  SEM_BLOCK          tid=5   room=-  sem=50   msgs=0    about to wait
228        5359.453  SEM_WAIT           tid=5   room=-  sem=49   msgs=0    ADMITTED
229        5359.453  ACQUIRED_LOCK      tid=5   room=B  sem=-1   msgs=0    Rose
230        5359.454  RELEASED_LOCK      tid=5   room=B  sem=-1   msgs=0    Rose
231        5359.454  MSG_BROADCAST      tid=5   room=B  sem=49   msgs=5    Rose
232        5359.455  SEM_POST           tid=5   room=-  sem=50   msgs=5    Rose
233        5433.104  SEM_BLOCK          tid=0   room=-  sem=50   msgs=0    about to wait
234        5433.106  SEM_WAIT           tid=0   room=-  sem=49   msgs=0    ADMITTED
235        5433.107  ACQUIRED_LOCK      tid=0   room=C  sem=-1   msgs=0    Sam
236        5433.108  RELEASED_LOCK      tid=0   room=C  sem=-1   msgs=0    Sam
237        5433.108  MSG_BROADCAST      tid=0   room=C  sem=49   msgs=5    Sam
238        5433.108  SEM_POST           tid=0   room=-  sem=50   msgs=5    Sam
239        5507.889  SEM_BLOCK          tid=1   room=-  sem=50   msgs=0    about to wait
240        5507.890  SEM_WAIT           tid=1   room=-  sem=49   msgs=0    ADMITTED
241        5507.891  ACQUIRED_LOCK      tid=1   room=A  sem=-1   msgs=0    Tina
242        5507.892  RELEASED_LOCK      tid=1   room=A  sem=-1   msgs=0    Tina
243        5507.892  MSG_BROADCAST      tid=1   room=A  sem=49   msgs=5    Tina
244        5507.892  SEM_POST           tid=1   room=-  sem=50   msgs=5    Tina
245        5578.672  SEM_BLOCK          tid=3   room=-  sem=50   msgs=0    about to wait
246        5578.673  SEM_WAIT           tid=3   room=-  sem=49   msgs=0    ADMITTED
247        5578.676  PRIVATE_MSG        tid=0   room=-  sem=-1   msgs=0    T0->T7 Alice
248        5578.680  PRIVATE_MSG        tid=3   room=P  sem=49   msgs=6    Alice
249        5578.680  SEM_POST           tid=3   room=-  sem=50   msgs=6    Alice
250        5654.328  SEM_BLOCK          tid=2   room=-  sem=50   msgs=0    about to wait
251        5654.330  SEM_WAIT           tid=2   room=-  sem=49   msgs=0    ADMITTED
252        5654.331  ACQUIRED_LOCK      tid=2   room=C  sem=-1   msgs=0    Bob
253        5654.332  RELEASED_LOCK      tid=2   room=C  sem=-1   msgs=0    Bob
254        5654.332  MSG_BROADCAST      tid=2   room=C  sem=49   msgs=6    Bob
255        5654.332  SEM_POST           tid=2   room=-  sem=50   msgs=6    Bob
256        5727.127  SEM_BLOCK          tid=7   room=-  sem=50   msgs=0    about to wait
257        5727.129  SEM_WAIT           tid=7   room=-  sem=49   msgs=0    ADMITTED
258        5727.130  ACQUIRED_LOCK      tid=7   room=A  sem=-1   msgs=0    Charlie
259        5727.130  RELEASED_LOCK      tid=7   room=A  sem=-1   msgs=0    Charlie
260        5727.130  MSG_BROADCAST      tid=7   room=A  sem=49   msgs=6    Charlie
261        5727.130  SEM_POST           tid=7   room=-  sem=50   msgs=6    Charlie
262        5799.413  SEM_BLOCK          tid=4   room=-  sem=50   msgs=0    about to wait
263        5799.414  SEM_WAIT           tid=4   room=-  sem=49   msgs=0    ADMITTED
264        5799.414  ACQUIRED_LOCK      tid=4   room=B  sem=-1   msgs=0    Diana
265        5799.415  RELEASED_LOCK      tid=4   room=B  sem=-1   msgs=0    Diana
266        5799.415  MSG_BROADCAST      tid=4   room=B  sem=49   msgs=6    Diana
267        5799.415  SEM_POST           tid=4   room=-  sem=50   msgs=6    Diana
268        5878.869  SEM_BLOCK          tid=6   room=-  sem=50   msgs=0    about to wait
269        5878.871  SEM_WAIT           tid=6   room=-  sem=49   msgs=0    ADMITTED
270        5878.872  ACQUIRED_LOCK      tid=6   room=C  sem=-1   msgs=0    Eve
271        5878.873  RELEASED_LOCK      tid=6   room=C  sem=-1   msgs=0    Eve
272        5878.873  MSG_BROADCAST      tid=6   room=C  sem=49   msgs=6    Eve
273        5878.874  SEM_POST           tid=6   room=-  sem=50   msgs=6    Eve
274        5953.264  SEM_BLOCK          tid=5   room=-  sem=50   msgs=0    about to wait
275        5953.267  SEM_WAIT           tid=5   room=-  sem=49   msgs=0    ADMITTED
276        5953.268  ACQUIRED_LOCK      tid=5   room=A  sem=-1   msgs=0    Frank
277        5953.269  RELEASED_LOCK      tid=5   room=A  sem=-1   msgs=0    Frank
278        5953.270  MSG_BROADCAST      tid=5   room=A  sem=49   msgs=6    Frank
279        5953.270  SEM_POST           tid=5   room=-  sem=50   msgs=6    Frank
280        6026.358  SEM_BLOCK          tid=0   room=-  sem=50   msgs=0    about to wait
281        6026.359  SEM_WAIT           tid=0   room=-  sem=49   msgs=0    ADMITTED
282        6026.359  ACQUIRED_LOCK      tid=0   room=B  sem=-1   msgs=0    Grace
283        6026.360  RELEASED_LOCK      tid=0   room=B  sem=-1   msgs=0    Grace
284        6026.360  MSG_BROADCAST      tid=0   room=B  sem=49   msgs=6    Grace
285        6026.360  SEM_POST           tid=0   room=-  sem=50   msgs=6    Grace
286        6098.960  SEM_BLOCK          tid=1   room=-  sem=50   msgs=0    about to wait
287        6098.961  SEM_WAIT           tid=1   room=-  sem=49   msgs=0    ADMITTED
288        6098.962  ACQUIRED_LOCK      tid=1   room=C  sem=-1   msgs=0    Hank
289        6098.963  RELEASED_LOCK      tid=1   room=C  sem=-1   msgs=0    Hank
290        6098.963  MSG_BROADCAST      tid=1   room=C  sem=49   msgs=6    Hank
291        6098.963  SEM_POST           tid=1   room=-  sem=50   msgs=6    Hank
292        6173.617  SEM_BLOCK          tid=3   room=-  sem=50   msgs=0    about to wait
293        6173.619  SEM_WAIT           tid=3   room=-  sem=49   msgs=0    ADMITTED
294        6173.622  PRIVATE_MSG        tid=2   room=-  sem=-1   msgs=0    T2->T4 Iris
295        6173.643  PRIVATE_MSG        tid=3   room=P  sem=49   msgs=7    Iris
296        6173.643  SEM_POST           tid=3   room=-  sem=50   msgs=7    Iris
297        6256.430  SEM_BLOCK          tid=2   room=-  sem=50   msgs=0    about to wait
298        6256.432  SEM_WAIT           tid=2   room=-  sem=49   msgs=0    ADMITTED
299        6256.432  ACQUIRED_LOCK      tid=2   room=B  sem=-1   msgs=0    Jack
