EVENT_LOG | OS-Level Chat Server | 2026-04-24 02:38:11
----------------------------------------------------------------
LINE  TIMESTAMP_MS   EVENT              TID    ROOM   SEM    MSGS   DETAIL
308        1226.779  SEM_POST           tid=3   room=-  sem=50   msgs=7    Karen
309        1247.761  SEM_BLOCK          tid=4   room=-  sem=50   msgs=0    about to wait
310        1247.764  SEM_WAIT           tid=4   room=-  sem=49   msgs=0    ADMITTED
311        1247.766  ACQUIRED_LOCK      tid=4   room=A  sem=-1   msgs=0    Leo
312        1247.767  RELEASED_LOCK      tid=4   room=A  sem=-1   msgs=0    Leo
313        1247.767  MSG_BROADCAST      tid=4   room=A  sem=49   msgs=7    Leo
314        1247.767  SEM_POST           tid=4   room=-  sem=50   msgs=7    Leo
315        1267.144  SEM_BLOCK          tid=5   room=-  sem=50   msgs=0    about to wait
316        1267.145  SEM_WAIT           tid=5   room=-  sem=49   msgs=0    ADMITTED
317        1267.146  ACQUIRED_LOCK      tid=5   room=B  sem=-1   msgs=0    Mia
318        1267.147  RELEASED_LOCK      tid=5   room=B  sem=-1   msgs=0    Mia
319        1267.147  MSG_BROADCAST      tid=5   room=B  sem=49   msgs=7    Mia
320        1267.147  SEM_POST           tid=5   room=-  sem=50   msgs=7    Mia
321        1290.787  SEM_BLOCK          tid=0   room=-  sem=50   msgs=0    about to wait
