EVENT_LOG | OS-Level Chat Server | 2026-04-22 22:11:32
----------------------------------------------------------------
LINE  TIMESTAMP_MS   EVENT              TID    ROOM   SEM    MSGS   DETAIL
219        6544.952  MSG_BROADCAST      tid=3   room=C  sem=49   msgs=5    Paul
220        6544.953  SEM_POST           tid=3   room=-  sem=50   msgs=5    Paul
221        6591.153  SEM_BLOCK          tid=4   room=-  sem=50   msgs=0    about to wait
222        6591.156  SEM_WAIT           tid=4   room=-  sem=49   msgs=0    ADMITTED
223        6591.157  ACQUIRED_LOCK      tid=4   room=A  sem=-1   msgs=0    Quinn
224        6591.158  RELEASED_LOCK      tid=4   room=A  sem=-1   msgs=0    Quinn
225        6591.158  MSG_BROADCAST      tid=4   room=A  sem=49   msgs=5    Quinn
226        6591.159  SEM_POST           tid=4   room=-  sem=50   msgs=5    Quinn
227        6637.312  SEM_BLOCK          tid=5   room=-  sem=50   msgs=0    about to wait
228        6637.315  SEM_WAIT           tid=5   room=-  sem=49   msgs=0    ADMITTED
229        6637.315  ACQUIRED_LOCK      tid=5   room=B  sem=-1   msgs=0    Rose
230        6637.316  RELEASED_LOCK      tid=5   room=B  sem=-1   msgs=0    Rose
231        6637.317  MSG_BROADCAST      tid=5   room=B  sem=49   msgs=5    Rose
232        6637.317  SEM_POST           tid=5   room=-  sem=50   msgs=5    Rose
233        6683.432  SEM_BLOCK          tid=6   room=-  sem=50   msgs=0    about to wait
234        6683.436  SEM_WAIT           tid=6   room=-  sem=49   msgs=0    ADMITTED
235        6683.437  ACQUIRED_LOCK      tid=6   room=C  sem=-1   msgs=0    Sam
236        6683.439  RELEASED_LOCK      tid=6   room=C  sem=-1   msgs=0    Sam
237        6683.439  MSG_BROADCAST      tid=6   room=C  sem=49   msgs=5    Sam
238        6683.439  SEM_POST           tid=6   room=-  sem=50   msgs=5    Sam
239        6729.471  SEM_BLOCK          tid=7   room=-  sem=50   msgs=0    about to wait
240        6729.475  SEM_WAIT           tid=7   room=-  sem=49   msgs=0    ADMITTED
241        6729.476  ACQUIRED_LOCK      tid=7   room=A  sem=-1   msgs=0    Tina
242        6729.477  RELEASED_LOCK      tid=7   room=A  sem=-1   msgs=0    Tina
243        6729.478  MSG_BROADCAST      tid=7   room=A  sem=49   msgs=5    Tina
244        6729.478  SEM_POST           tid=7   room=-  sem=50   msgs=5    Tina
245        6775.674  SEM_BLOCK          tid=0   room=-  sem=50   msgs=0    about to wait
246        6775.678  SEM_WAIT           tid=0   room=-  sem=49   msgs=0    ADMITTED
